1;я;я;PRON;_;Case=Nom|Number=Sing|Person=1;_;_;_;@pnn1971m-words#@pnn1971m#54.8#55.177
2;вот;вот;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#55.177#55.554
3;щас;щас;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#55.554#55.931
4;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#55.931#56.308
5;руке;рука;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#56.308#56.685
6;держу;держать;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#56.685#57.062
7;карабин;карабин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#57.062#57.439
8;ROSSI;ROSSI;PROPN;_;Foreign=Yes;_;_;_;@pnn1971m-words#@pnn1971m#57.439#57.816
9;92;92;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#57.816#58.2
10;исключительно;исключительно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#63.8#64.283
11;за;за;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#64.283#64.766
12;счет;счет;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#64.766#65.249
13;использованиЯ;использование;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#65.249#65.732
14;револьверных;револьверный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#65.732#66.215
15;боеприпасов;боеприпас;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#66.215#66.7
16;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#67.9#68.194
17;те;тот;DET;_;Case=Nom|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#68.488#68.782
18;боеприпасы;боеприпас;NOUN;_;Animacy=Inan|Case=Nom|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#68.782#69.076
19;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#69.076#69.37
20;которые;который;PRON;_;Case=Nom;_;_;_;@pnn1971m-words#@pnn1971m#69.37#69.664
21;используютсЯ;использовать;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#69.664#69.958
22;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#69.958#70.252
23;короткоствольном;короткоствольный;ADJ;_;Case=Loc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#70.252#70.546
24;оружии;оружие;NOUN;_;Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#70.546#70.84
25;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#70.84#71.134
26;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#71.134#71.428
27;револьверах;револьвер;NOUN;_;Animacy=Inan|Case=Loc|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#71.428#71.722
28;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#71.722#72.016
29;применЯютсЯ;применЯтьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#72.016#72.31
30;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#72.31#72.604
31;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#72.604#72.898
32;карабине;карабина;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#72.898#73.2
33;если;если;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#83.0#83.318
34;стрелЯли;стрелЯть;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#83.318#83.636
35;из;из;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#83.636#83.954
36;мощных;мощный;ADJ;_;Case=Gen|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#83.954#84.272
37;револьверов;револьвер;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#84.272#84.59
38;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#84.59#84.908
39;то;то;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#84.908#85.226
40;наверное;наверное;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#85.226#85.544
41;помните;помнить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#85.544#85.862
42;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#85.862#86.18
43;какаЯ;какой;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#86.18#86.498
44;там;там;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#86.498#86.816
45;отдача;отдача;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#86.816#87.134
46;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#87.134#87.452
47;то;то;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#87.452#87.77
48;есть;быть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#87.77#88.088
49;приходитсЯ;приходитьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#88.088#88.406
50;заново;заново;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#88.406#88.724
51;наводить;наводить;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#88.724#89.042
52;оружие;оружие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#89.042#89.36
53;на;на;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#89.36#89.678
54;цель;цель;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#89.678#90.0
55;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#90.5#90.869
56;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#90.869#91.238
57;поскольку;поскольку;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#91.238#91.607
58;данный;данный;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#91.607#91.976
59;карабин;карабин;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#91.976#92.345
60;весит;весить;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#92.345#92.714
61;2;2;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#92.714#93.083
62;килограмма;килограмм;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#93.083#93.452
63;200;200;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#93.452#93.821
64;грамм;грамм;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#93.821#94.19
65;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#94.19#94.559
66;имеет;иметь;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#94.559#94.928
67;приклад;приклад;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#94.928#95.3
68;то;то;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#95.8#96.231
69;соответственно;соответственно;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#96.231#96.662
70;эта;этот;DET;_;Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#96.662#97.093
71;отдача;отдача;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#97.093#97.524
72;распределЯетсЯ;распределЯтьсЯ;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid;_;_;_;@pnn1971m-words#@pnn1971m#97.524#97.955
73;по;по;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#97.955#98.386
74;всей;весь;DET;_;Case=Dat|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#98.386#98.817
75;длине;длина;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#98.817#99.248
76;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#99.248#99.679
77;массе;масса;NOUN;_;Animacy=Inan|Case=Dat|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#99.679#100.11
78;карабина;карабин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#100.11#100.541
79;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#100.541#100.972
80;позволЯет;позволЯть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#100.972#101.403
81;более;более;ADV;_;Degree=Cmp;_;_;_;@pnn1971m-words#@pnn1971m#101.403#101.834
82;точно;точно;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#101.834#102.265
83;стрелЯть;стрелЯть;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#102.265#102.696
84;мощными;мощный;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#102.696#103.127
85;револьверными;револьверный;ADJ;_;Case=Ins|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#103.127#103.558
86;боеприпасами;боеприпас;NOUN;_;Animacy=Inan|Case=Ins|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#103.558#104.0
87;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#104.9#105.378
88;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#105.856#106.334
89;добавлЯет;добавлЯть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#106.334#106.812
90;останав-;останавливающее;VERB;_;Aspect=Imp|Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#106.812#107.29
91;высокое;высокий;ADJ;_;Case=Acc|Degree=Pos|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#107.29#107.768
92;останавливающее;останавливать;VERB;_;Aspect=Imp|Case=Acc|Gender=Neut|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#107.768#108.246
93;действие;действие;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#108.246#108.724
94;на;на;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#108.724#109.202
95;дистанциЯх;дистанциЯ;NOUN;_;Animacy=Inan|Case=Loc|Gender=Fem|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#109.202#109.68
96;до;до;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#109.68#110.158
97;100;100;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#110.158#110.636
98;метров;метр;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#110.636#111.114
99;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#111.114#111.592
100;и;и;CCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#111.592#112.07
101;естественно;естественный;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#112.07#112.548
102;за;за;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#112.548#113.026
103;счет;счет;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#113.026#113.504
104;короткого;короткий;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#113.504#113.982
105;револьверного;револьверный;ADJ;_;Case=Gen|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#113.982#114.46
106;боеприпаса;боеприпас;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#114.46#114.938
107;позволЯет;позволЯть;VERB;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#114.938#115.416
108;иметь;иметь;VERB;_;Aspect=Imp|VerbForm=Inf|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#115.416#115.894
109;емкость;емкость;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#115.894#116.372
110;магазина;магазин;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#116.372#116.85
111;до;до;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#116.85#117.328
112;10;10;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#117.328#117.806
113;патронов;патрон;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#117.806#118.3
114;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#119.0#119.375
115;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#119.75#120.125
116;немаловажно;немаловажно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#120.125#120.5
117;кстати;кстати;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#121.3#121.752
118;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#121.752#122.204
119;обратите;обратить;VERB;_;Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#122.204#122.656
120;внимание;внимание;NOUN;_;Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#122.656#123.108
121;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#123.108#123.56
122;что;что;SCONJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#123.56#124.012
123;карабины;карабин;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#124.012#124.464
124;оборудованы;оборудовать;VERB;_;Aspect=Perf|Number=Plur|Tense=Past|Variant=Short|VerbForm=Part|Voice=Pass;_;_;_;@pnn1971m-words#@pnn1971m#124.464#124.916
125;скобой;скоба;NOUN;_;Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#124.916#125.368
126;ѓенри;ѓенри;PROPN;_;Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#125.368#125.82
127;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#125.82#126.272
128;то есть;то есть;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#126.272#126.724
129;изобретением;изобретений;NOUN;_;Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#127.176#127.628
130;конца;конец;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#127.628#128.08
131;19;19;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#128.08#128.532
132;века;век;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#128.532#129.0
133;да;да;INTG;_;_;_;_;_;@pnn1971m-words#@pnn1971m#133.0#133.44
134;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#133.44#133.88
135;вы;вы;PRON;_;Case=Nom|Number=Plur|Person=2;_;_;_;@pnn1971m-words#@pnn1971m#133.88#134.32
136;абсолютно;абсолютно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#134.32#134.76
137;правы;правый;ADJ;_;Degree=Pos|Number=Plur|Variant=Short;_;_;_;@pnn1971m-words#@pnn1971m#134.76#135.2
138;ROSSI;ROSSI;PROPN;_;Foreign=Yes;_;_;_;@pnn1971m-words#@pnn1971m#135.6#136.1
139;модель;модель;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#136.1#136.6
140;92;92;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#136.6#137.1
141;это;это;PRON;_;Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#137.1#137.6
142;и;и;PART;_;_;_;_;_;@pnn1971m-words#@pnn1971m#137.6#138.1
143;есть;быть;AUX;_;Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#138.1#138.6
144;современнаЯ;современный;ADJ;_;Case=Nom|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#138.6#139.1
145;реплика;реплика;NOUN;_;Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#139.1#139.6
146;винчестера;винчестер;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#139.6#140.1
147;1892;1892;NUM;_;_;_;_;_;@pnn1971m-words#@pnn1971m#140.1#140.6
148;года;год;NOUN;_;Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#140.6#141.1
149;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#141.1#141.6
150;ээ;ээ;INTJ;_;_;_;_;_;@pnn1971m-words#@pnn1971m#141.6#142.1
151;/;/;PUNCT;_;_;_;_;_;@pnn1971m-words#@pnn1971m#142.1#142.6
152;в;в;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#142.6#143.1
153;конструкцию;конструкциЯ;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#143.1#143.6
154;которого;который;PRON;_;Case=Gen;_;_;_;@pnn1971m-words#@pnn1971m#143.6#144.1
155;вложил;вложить;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#144.1#144.6
156;свою;свой;DET;_;Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#144.6#145.1
157;руку;рука;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#145.1#145.6
158;великий;великий;ADJ;_;Case=Nom|Degree=Pos|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#145.6#146.1
159;конструктор;конструктор;NOUN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#146.1#146.6
160;„жон;„жон;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#146.6#147.1
161;Њозес;Њозес;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#147.1#147.6
162;Ѓраунинг;Ѓраунинг;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#147.6#148.1
163;соответственно;соответственно;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#148.7#149.316
164;он;он;PRON;_;Case=Nom|Gender=Masc|Number=Sing|Person=3;_;_;_;@pnn1971m-words#@pnn1971m#149.316#149.932
165;очень;очень;ADV;_;_;_;_;_;@pnn1971m-words#@pnn1971m#149.932#150.548
166;сильно;сильно;ADV;_;Degree=Pos;_;_;_;@pnn1971m-words#@pnn1971m#150.548#151.164
167;упростил;упростить;VERB;_;Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act;_;_;_;@pnn1971m-words#@pnn1971m#151.164#151.78
168;конструкцию;конструкциЯ;NOUN;_;Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#151.78#152.396
169;оружиЯ;оружие;NOUN;_;Animacy=Inan|Case=Gen|Gender=Neut|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#152.396#153.012
170;под;под;ADP;_;_;_;_;_;@pnn1971m-words#@pnn1971m#153.012#153.628
171;револьверные;револьверный;ADJ;_;Animacy=Inan|Case=Acc|Degree=Pos|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#153.628#154.244
172;боеприпасы;боеприпас;NOUN;_;Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur;_;_;_;@pnn1971m-words#@pnn1971m#154.244#154.86
173;скобой;скоба;NOUN;_;Case=Gen|Degree=Pos|Gender=Fem|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#154.86#155.476
174;ѓенри;ѓенри;PROPN;_;Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing;_;_;_;@pnn1971m-words#@pnn1971m#155.476#156.1
